Attrition,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,RelationshipSatisfaction,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,Educational_Levels_Bachelors D.,Educational_Levels_College D.,Educational_Levels_Masters D.,Educational_Levels_Phd D.,Educational_Levels_Without College D.
No,44,3,4,4,3,5,4,19513,4,1,3,26,4,2,2,0,1,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
No,22,6,1,1,3,1,3,2773,0,4,4,3,3,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
No,33,8,4,3,3,2,3,7104,0,4,3,6,3,5,0,1,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
No,32,9,4,1,3,2,4,6322,1,4,3,6,2,6,4,0,5,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
No,30,3,3,3,3,1,3,2083,1,3,4,1,3,1,0,0,0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
No,53,1,1,4,3,2,1,8381,7,4,4,18,4,14,7,8,10,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
No,34,1,5,2,3,1,4,2691,1,4,3,10,2,10,9,8,8,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
Yes,45,26,4,1,3,2,1,4286,2,4,3,5,3,1,1,0,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
No,26,6,3,3,3,1,4,2659,1,3,3,3,3,3,2,0,2,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
No,37,3,3,3,3,3,3,9434,1,3,3,10,3,10,7,7,8,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,29,3,2,2,3,2,3,5561,1,1,3,6,2,6,0,1,2,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
No,35,6,4,2,1,2,4,6646,1,2,3,17,3,17,11,11,8,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False
No,33,6,3,3,3,2,4,7725,3,3,4,15,1,13,11,4,7,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
No,54,19,4,3,3,3,2,10725,2,3,3,16,4,9,7,7,1,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
No,36,9,2,2,2,2,2,8847,2,3,3,13,3,3,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
No,27,3,4,1,2,1,4,2045,0,4,3,5,3,4,2,1,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False
Yes,20,10,1,4,3,1,3,1009,1,4,3,1,3,1,0,1,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
Yes,33,3,3,1,3,1,1,3348,1,1,3,10,3,10,8,9,7,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
No,35,3,3,3,2,1,3,1281,1,3,3,1,3,1,0,0,0,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,23,4,3,1,4,1,1,2819,2,1,3,5,4,3,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
No,25,8,3,4,4,2,2,4851,0,3,4,4,3,3,2,1,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
No,38,7,4,4,2,2,4,4028,0,1,4,8,3,7,7,0,5,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
No,29,1,4,2,1,1,4,2720,1,4,3,10,3,10,7,2,8,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
No,48,2,1,2,4,2,2,8120,3,4,3,12,3,2,2,2,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
No,27,3,1,4,4,2,4,4647,1,2,4,6,3,6,5,0,4,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
No,37,10,2,4,4,1,4,4680,3,1,3,4,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False
No,50,28,1,4,4,1,3,3221,1,3,3,20,3,20,8,3,8,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
No,34,9,3,4,2,3,2,8621,1,2,3,9,4,8,7,7,7,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
Yes,24,3,2,1,3,2,3,4577,9,1,3,4,3,2,2,2,0,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
No,39,2,4,4,2,2,3,4553,1,1,3,20,3,20,7,11,10,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
No,32,10,3,4,3,2,4,5396,1,4,3,10,2,10,7,0,8,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
Yes,50,8,2,2,3,2,3,6796,3,1,3,18,3,4,3,1,3,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False
No,38,1,4,2,4,2,4,7625,0,3,3,10,2,9,7,1,8,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
No,27,1,2,3,3,3,1,7412,1,4,3,9,3,9,7,0,7,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
No,32,3,2,3,3,3,4,11159,3,4,3,10,3,7,7,7,7,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False
No,47,14,4,4,3,2,1,4960,2,4,3,20,3,7,7,1,7,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
No,40,5,4,4,2,3,1,10475,5,3,4,20,3,18,13,1,12,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
No,53,7,3,3,4,4,3,14814,3,3,3,32,3,5,1,1,3,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
No,41,10,4,2,2,5,4,19141,3,2,3,23,2,21,6,12,6,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
No,60,16,4,1,3,2,1,5405,8,4,3,10,3,2,2,2,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
No,27,10,2,4,3,3,1,8793,1,3,4,9,2,9,7,1,7,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
No,41,1,3,4,2,5,3,19189,1,2,3,22,3,22,7,2,10,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,50,8,4,4,3,1,2,3875,7,4,3,4,3,2,2,2,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False
Yes,28,1,2,1,1,1,2,2216,7,4,3,10,3,7,7,3,7,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False
No,36,8,3,1,4,3,1,11713,9,1,3,10,3,8,7,0,5,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
No,38,1,3,3,3,3,3,7861,4,4,3,10,4,1,0,0,0,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False
No,44,24,3,1,1,1,3,3708,2,3,3,9,3,5,2,1,4,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,47,3,3,4,3,4,3,13770,9,4,3,28,2,22,2,11,13,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False
No,30,27,5,3,3,2,4,5304,7,4,4,10,2,8,7,7,7,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
No,29,10,3,3,3,1,3,2642,1,3,3,1,3,1,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False
Yes,42,19,3,3,4,1,3,2759,6,4,3,7,3,2,2,2,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False
No,43,15,3,4,2,2,4,6804,3,3,3,7,3,2,2,2,2,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
No,34,8,2,2,3,2,3,6142,3,4,3,10,3,5,1,4,3,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
No,23,9,1,2,3,1,1,2500,1,4,3,5,4,4,3,0,2,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
No,39,3,3,3,4,2,2,6389,9,3,3,12,1,8,3,3,6,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,56,9,3,3,3,4,4,11103,7,3,3,30,2,10,7,1,1,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,40,2,1,4,2,1,4,2342,0,4,4,5,2,4,2,2,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
No,27,7,3,4,2,2,1,6811,8,1,3,9,1,7,6,0,7,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,29,10,3,4,3,1,2,2297,1,4,3,2,3,2,2,2,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False
No,53,6,3,4,3,2,4,2450,2,4,3,19,3,2,2,2,2,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,35,2,4,4,3,2,1,5093,2,1,3,16,4,1,0,0,0,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
No,32,24,4,1,3,2,4,5309,1,4,3,10,3,10,8,4,7,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
No,38,2,5,4,3,1,3,3057,6,2,3,6,1,1,0,0,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
No,34,8,5,2,3,2,1,5121,3,3,3,7,3,0,0,0,0,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
No,52,3,4,3,2,4,1,16856,1,1,3,34,4,34,6,1,16,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Yes,33,1,4,4,3,1,4,2686,1,3,3,10,2,10,9,7,8,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
No,25,26,1,3,3,2,4,6180,1,2,4,6,2,6,5,1,4,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
No,45,2,2,2,1,2,3,6632,0,1,3,9,3,8,7,3,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False
No,23,10,1,1,4,1,3,3505,1,4,3,2,3,2,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True
Yes,47,27,2,2,4,2,3,6397,4,4,3,8,3,5,4,1,3,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
No,34,2,3,4,3,2,4,6274,1,3,4,6,3,6,5,1,4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
Yes,55,2,3,4,3,5,1,19859,5,4,3,24,3,5,2,1,4,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
No,36,8,4,1,2,3,1,7587,1,2,3,10,3,10,7,0,9,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
No,52,19,4,4,3,1,4,4258,0,1,3,5,3,4,3,1,2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
No,26,1,2,1,1,1,4,4364,3,1,3,5,3,2,2,2,0,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
No,29,27,3,2,3,2,3,4335,4,1,3,11,2,8,7,1,1,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
Yes,26,8,3,4,2,2,1,5326,6,3,3,6,2,4,3,1,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
No,34,1,4,2,4,1,4,3280,2,3,3,10,3,4,2,1,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False
No,54,19,4,4,3,2,1,5485,9,2,3,9,3,5,3,1,4,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
No,27,8,1,3,3,2,4,4342,0,2,3,5,3,4,2,1,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
